source,line_no,difficulty,question_text,option_a,option_b,option_c,option_d,correct_answer_old,correct_index,correct_option_text,explanation,options_parse_error
questions_seed_300_batch4.sql,27,elementary,That is ___ elephant. (choose the best option).,A. a,B. an,C. the,D. no article,B,1,B. an,elephant 母音開頭用 an。,
questions_seed_300_batch4.sql,28,elementary,Pass me ___ salt. (choose the best option).,A. a,B. an,C. the,D. no article,C,2,C. the,特指桌上的鹽用 the。,
questions_seed_300_batch4.sql,29,elementary,___ Earth goes around the Sun. (choose the best option).,A. A,B. An,C. The,D. no article,C,2,C. The,獨一無二事物用 the。,
questions_seed_300_batch4.sql,30,elementary,I've lost ___ pen you lent me. (choose the best option).,A. a,B. an,C. the,D. no article,C,2,C. the,特定那支筆用 the。,
questions_seed_300_batch4.sql,31,elementary,She runs ___ than her brother. (choose the best option).,A. fast,B. faster,C. fastest,D. more fast,B,1,B. faster,兩者比較用比較級 faster。,
questions_seed_300_batch4.sql,32,elementary,This is the ___ pizza I've ever had. (choose the best option).,A. good,B. better,C. best,D. more good,C,2,C. best,ever 搭配最高級 best。,
questions_seed_300_batch4.sql,33,elementary,My room is ___ than yours. (choose the best option).,A. big,B. bigger,C. biggest,D. more big,B,1,B. bigger,than 用比較級 bigger。,
questions_seed_300_batch4.sql,34,elementary,She speaks English ___ . (choose the best option).,A. good,B. well,C. better,D. best,B,1,B. well,修飾動詞 speak 用副詞 well。,
questions_seed_300_batch4.sql,35,elementary,"___ carefully, please! (choose the best option).",A. Listen,B. Listen to,C. Hear,D. Sound,A,0,A. Listen,祈使「聽」用 Listen（不及物）。,
questions_seed_300_batch4.sql,36,elementary,___ you help me carry this (choose the best option)?,A. Can,B. Should,C. Must,D. May,A,0,A. Can,請求協助常用 Can。,
questions_seed_300_batch4.sql,37,elementary,I am interested ___ science fiction.,A. on,B. in,C. at,D. for,B,1,B. in,be interested in。,
questions_seed_300_batch4.sql,38,elementary,Good ___! You'll do better next time. (choose the best option).,A. luck,B. luckily,C. lucky,D. unlucky,A,0,A. luck,安慰常用 Good luck 或加油語境。,
questions_seed_300_batch4.sql,39,elementary,See you ___ weekend! (choose the best option).,A. this,B. at this,C. on this,D. the,A,0,A. this,this weekend 固定說法。,
questions_seed_300_batch4.sql,40,elementary,___ happy birthday! (choose the best option).,A. Say,B. Wish,C. Tell,D. Speak,B,1,B. Wish,祝賀生日常用 Wish。,
questions_seed_300_batch4.sql,41,elementary,Turn ___ the TV; it's too loud. (choose the best option).,A. on,B. off,C. up,D. in,B,1,B. off,太吵要關掉用 turn off。,
questions_seed_300_batch4.sql,42,elementary,___ up early makes me tired. (choose the best option).,A. Wake,B. Waking,C. Woke,D. Wakes,B,1,B. Waking,主詞用動名詞 Waking。,
questions_seed_300_batch4.sql,43,elementary,I would like ___ pizza slice.,A. other,B. another,C. others,D. the other,B,1,B. another,再一片（不定數中再一個）用 another。,
questions_seed_300_batch4.sql,44,elementary,Both answers ___ wrong. (choose the best option).,A. is,B. are,C. am,D. was,B,1,B. are,Both + 複數名詞用 are。,
questions_seed_300_batch4.sql,45,elementary,Neither answer ___ correct. (choose the best option).,A. are,B. is,C. were,D. be,B,1,B. is,Neither + 單數名詞視為單數 is。,
questions_seed_300_batch4.sql,46,elementary,Put your toys ___ the box. (choose the best option).,A. at,B. on,C. in,D. to,C,2,C. in,放入盒子內部用 in。,
questions_seed_300_batch4.sql,47,elementary,The poster is ___ the wall. (choose the best option).,A. in,B. on,C. at,D. over,B,1,B. on,貼在牆面上用 on。,
questions_seed_300_batch4.sql,48,elementary,We will meet ___ noon.,A. on,B. in,C. at,D. by,C,2,C. at,時刻 at noon。,
questions_seed_300_batch4.sql,49,elementary,"___ spring, flowers bloom. (choose the best option).",A. On,B. At,C. In,D. By,C,2,C. In,季節用 in。,
questions_seed_300_batch4.sql,50,elementary,We're traveling ___ plane. (choose the best option).,A. by,B. on,C. with,D. in,A,0,A. by,交通工具 by plane。,
questions_seed_300_batch4.sql,51,elementary,I am afraid ___ spiders.,A. for,B. of,C. about,D. with,B,1,B. of,be afraid of。,
questions_seed_300_batch4.sql,52,elementary,Could you please speak ___ slowly?,A. more,B. many,C. much,D. most,A,0,A. more,請對方「再慢一點」用 more slowly。,
questions_seed_300_batch4.sql,53,elementary,This puzzle is easy ___ me. (choose the best option).,A. for,B. to,C. with,D. of,A,0,A. for,對某人而言簡單用 for。,
questions_seed_300_batch4.sql,54,elementary,What is the opposite of 'cheap'?,A. small,B. expensive,C. short,D. cold,B,1,B. expensive,cheap 的反義常用 expensive。,
questions_seed_300_batch4.sql,55,elementary,Which month comes ___ October (choose the best option)?,A. before,B. after,C. between,D. during,B,1,B. after,十一月接在十月之後。,
questions_seed_300_batch4.sql,56,elementary,A rectangle has ___ sides. (choose the best option).,A. three,B. four,C. five,D. six,B,1,B. four,長方形四邊。,
questions_seed_300_batch4.sql,57,elementary,Water freezes at ___ Celsius. (choose the best option).,A. 0,B. 32,C. 100,D. 50,A,0,A. 0,水的冰點攝氏 0 度。,
questions_seed_300_batch4.sql,58,elementary,Which animal lives in water and jumps (choose the best option)?,A. lion,B. frog,C. cow,D. eagle,B,1,B. frog,青蛙典型在水邊／水中活動並跳躍。,
questions_seed_300_batch4.sql,59,elementary,You cut vegetables with a ___. (choose the best option).,A. ball,B. knife,C. hat,D. pillow,B,1,B. knife,用刀切菜。,
questions_seed_300_batch4.sql,60,elementary,We listen to music with our ___. (choose the best option).,A. eyes,B. ears,C. nose,D. hands,B,1,B. ears,耳朵聽音樂。,
questions_seed_300_batch4.sql,61,elementary,What do you use to tell time (choose the best option)?,A. a map,B. a clock,C. a spoon,D. a pillow,B,1,B. a clock,時鐘看時間。,
questions_seed_300_batch4.sql,62,elementary,"If you are hungry, you want ___. (choose the best option).",A. sleep,B. food,C. ice,D. darkness,B,1,B. food,餓了想吃東西。,
questions_seed_300_batch4.sql,63,elementary,This juice tastes ___. (choose the best option).,A. sweetly,B. sweet,C. sweetness,D. sweeter,B,1,B. sweet,感官動詞 taste 後接形容詞 sweet。,
questions_seed_300_batch4.sql,64,elementary,The baby seems ___. (choose the best option).,A. happily,B. happy,C. happiness,D. more happy,B,1,B. happy,seem + 形容詞。,
questions_seed_300_batch4.sql,65,elementary,___ one is yours — the red or the blue (choose the best option)?,A. When,B. Which,C. What,D. Who,B,1,B. Which,在有限選擇中問哪一個用 Which。,
questions_seed_300_batch4.sql,66,elementary,___ father is a pilot (choose the best option)?,A. Who,B. Whose,C. Which,D. What,B,1,B. Whose,問「誰的父親」用 Whose。,
questions_seed_300_batch4.sql,67,elementary,Kindly ___ quiet in the hospital.,A. are,B. be,C. is,D. being,B,1,B. be,祈使句用 Be quiet。,
questions_seed_300_batch4.sql,68,elementary,Let us ___ the homework together.,A. do,B. does,C. doing,D. did,A,0,A. do,Let's + 原形。,
questions_seed_300_batch4.sql,69,elementary,Do not ___ your phone in class.,A. uses,B. use,C. using,D. used,B,1,B. use,Don't + 原形。,
questions_seed_300_batch4.sql,70,elementary,She forgot ___ her umbrella. (choose the best option).,A. bring,B. to bring,C. bringing,D. brought,B,1,B. to bring,forget to + 原形表忘了去做。,
questions_seed_300_batch4.sql,71,elementary,Remember ___ the door. (choose the best option).,A. lock,B. to lock,C. locking,D. locked,B,1,B. to lock,remember to lock 記得要鎖。,
questions_seed_300_batch4.sql,72,elementary,He wants ___ a pilot. (choose the best option).,A. be,B. to be,C. being,D. been,B,1,B. to be,want to be。,
questions_seed_300_batch4.sql,73,elementary,I am learning ___ swim.,A. for,B. to,C. how to,D. how,C,2,C. how to,學習如何游泳用 how to swim。,
questions_seed_300_batch4.sql,74,elementary,It is important ___ sleep enough.,A. for,B. to,C. that,D. of,B,1,B. to,It's important to + 原形。,
questions_seed_300_batch4.sql,75,elementary,Could you please tell me the ___ ?,A. true,B. truth,C. truly,D. truths,B,1,B. truth,tell the truth 說實話。,
questions_seed_300_batch4.sql,76,elementary,There were ___ people at the park. (choose the best option).,A. much,B. many,C. a little,D. little,B,1,B. many,可數 people 用 many。,
questions_seed_300_batch4.sql,77,elementary,How ___ homework do you have (choose the best option)?,A. many,B. much,C. often,D. long,B,1,B. much,不可數 homework 用 How much。,
questions_seed_300_batch4.sql,78,elementary,Pick ___ apple from the basket. (choose the best option).,A. a,B. an,C. the,D. no article,B,1,B. an,apple 母音開頭用 an。,
questions_seed_300_batch4.sql,79,junior,"If it ___ tomorrow, we will cancel the trip. (choose the best option).",A. will rain,B. rains,C. rained,D. rain,B,1,B. rains,第一條件句 if + 現在，主句未來。,
questions_seed_300_batch4.sql,80,junior,"Unless you hurry, you ___ the train. (choose the best option).",A. catch,B. will catch,C. won't catch,D. caught,C,2,C. won't catch,Unless = if not，錯過車用未來否定。,
questions_seed_300_batch4.sql,81,junior,"By 2030, scientists believe many cars ___ electric. (choose the best option).",A. are,B. were,C. will be,D. have been,C,2,C. will be,未來時間用 will be。,
questions_seed_300_batch4.sql,82,junior,She ___ since Monday. (choose the best option).,A. is sick,B. has been sick,C. was sick,D. sicks,B,1,B. has been sick,since + 時間點用現在完成或完成進行；此處 has been sick。,
questions_seed_300_batch4.sql,83,junior,I ___ my keys. Have you seen them (choose the best option)?,A. lost,B. have lost,C. had lost,D. lose,B,1,B. have lost,剛剛丟了影響現在，現在完成。,
questions_seed_300_batch4.sql,84,junior,This time yesterday I ___ on a bus. (choose the best option).,A. sit,B. was sitting,C. sat,D. have sat,B,1,B. was sitting,特定過去時刻進行用過去進行。,
questions_seed_300_batch4.sql,85,junior,He suggested that she ___ early. (choose the best option).,A. leave,B. leaves,C. left,D. leaving,A,0,A. leave,suggest that + 原形（英式）。,
questions_seed_300_batch4.sql,86,junior,It is vital that everyone ___ quiet.,A. remain,B. remains,C. remained,D. remaining,A,0,A. remain,vital that + (should) + 原形。,
questions_seed_300_batch4.sql,87,junior,The roof ___ in last night's storm. (choose the best option).,A. damages,B. was damaged,C. damaged,D. has damaged,B,1,B. was damaged,屋頂被損壞，過去被動。,
questions_seed_300_batch4.sql,88,junior,The cake ___ by my sister. (choose the best option).,A. made,B. was made,C. makes,D. making,B,1,B. was made,蛋糕被製作，被動。,
questions_seed_300_batch4.sql,89,junior,She admitted ___ the window. (choose the best option).,A. break,B. breaking,C. to break,D. broke,B,1,B. breaking,admit + 動名詞。,
questions_seed_300_batch4.sql,90,junior,He avoided ___ her at the party. (choose the best option).,A. see,B. seeing,C. to see,D. saw,B,1,B. seeing,avoid + 動名詞。,
questions_seed_300_batch4.sql,91,junior,I am planning ___ abroad next year.,A. study,B. to study,C. studying,D. studied,B,1,B. to study,plan to + 原形。,
questions_seed_300_batch4.sql,92,junior,She's keen ___ learning Japanese. (choose the best option).,A. for,B. on,C. in,D. at,B,1,B. on,be keen on + 動名詞。,
questions_seed_300_batch4.sql,93,junior,The movie was ___ boring that we left early. (choose the best option).,A. so,B. such,C. very,D. too,A,0,A. so,so...that 如此…以致。,
questions_seed_300_batch4.sql,94,junior,It was ___ a boring movie that we left early. (choose the best option).,A. so,B. such,C. very,D. much,B,1,B. such,such + a + 形 + 名。,
questions_seed_300_batch4.sql,95,junior,No sooner had we arrived ___ it started snowing. (choose the best option).,A. when,B. than,C. before,D. until,B,1,B. than,No sooner...than 固定。,
questions_seed_300_batch4.sql,96,junior,Hardly had he spoken ___ someone interrupted. (choose the best option).,A. than,B. when,C. before,D. after,B,1,B. when,Hardly...when。,
questions_seed_300_batch4.sql,97,junior,"Were I you, I ___ accept the offer. (choose the best option).",A. will,B. would,C. can,D. shall,B,1,B. would,虛擬與現在相反用 would。,
questions_seed_300_batch4.sql,98,junior,I wish I ___ how to fix this. (choose the best option).,A. know,B. knew,C. have known,D. knowing,B,1,B. knew,wish + 過去式表與現在願望相反。,
questions_seed_300_batch4.sql,99,junior,I would rather you ___ here tonight.,A. stay,B. stayed,C. staying,D. to stay,B,1,B. stayed,would rather + 子句常用過去式表對他人期望。,
questions_seed_300_batch4.sql,100,junior,The boy ___ wallet was lost cried. (choose the best option).,A. who,B. whom,C. whose,D. which,C,2,C. whose,所有格 whose wallet。,
questions_seed_300_batch4.sql,101,junior,This is the factory ___ my uncle works. (choose the best option).,A. which,B. where,C. that,D. what,B,1,B. where,地點先行詞 where。,
questions_seed_300_batch4.sql,102,junior,She didn't tell me ___ she was leaving. (choose the best option).,A. that,B. if,C. what,D. which,B,1,B. if,是否離開用 if/whether。,
questions_seed_300_batch4.sql,103,junior,___ breaks the law must face consequences. (choose the best option).,A. Whoever,B. Who,C. Whomever,D. Whatever,A,0,A. Whoever,無論誰 whoever。,
questions_seed_300_batch4.sql,104,junior,"However hard he tried, he ___ pass. (choose the best option).",A. can't,B. couldn't,C. doesn't,D. won't,B,1,B. couldn't,However hard，過去嘗試用 couldn't。,
questions_seed_300_batch4.sql,105,junior,The news ___ quite shocking. (choose the best option).,A. are,B. were,C. was,D. be,C,2,C. was,news 不可數單數。,
questions_seed_300_batch4.sql,106,junior,Physics ___ my weakest subject. (choose the best option).,A. are,B. were,C. is,D. be,C,2,C. is,學科 physics 單數。,
questions_seed_300_batch4.sql,107,junior,Either Tom or his cousins ___ coming. (choose the best option).,A. is,B. are,C. was,D. be,B,1,B. are,either or 動詞與較近主詞一致。,
questions_seed_300_batch4.sql,108,junior,Not only the coach but also the players ___ happy. (choose the best option).,A. was,B. were,C. is,D. be,B,1,B. were,but also 後 players 複數。,
questions_seed_300_batch4.sql,109,junior,She speaks ___ she had rehearsed for hours. (choose the best option).,A. even if,B. as if,C. unless,D. until,B,1,B. as if,好像 as if。,
questions_seed_300_batch4.sql,110,junior,The building ___ next year. (choose the best option).,A. completes,B. will complete,C. will be completed,D. completed,C,2,C. will be completed,明年被完工，未來被動。,
questions_seed_300_batch4.sql,111,junior,I remember ___ the door before bed. (choose the best option).,A. lock,B. to lock,C. locking,D. locked,C,2,C. locking,記得做過 locking。,
questions_seed_300_batch4.sql,112,junior,Kindly remember ___ the door before you leave.,A. lock,B. to lock,C. locking,D. locked,B,1,B. to lock,記得要去做的尚未做，to lock。,
questions_seed_300_batch4.sql,113,junior,He is used ___ early for his job. (choose the best option).,A. to get up,B. to getting up,C. get up,D. getting up,B,1,B. to getting up,be used to + 動名詞表習慣。,
questions_seed_300_batch4.sql,114,junior,He used ___ early before retirement. (choose the best option).,A. to get up,B. to getting up,C. get up,D. getting up,A,0,A. to get up,used to + 原形表過去習慣。,
questions_seed_300_batch4.sql,115,junior,She got her brother ___ the heavy box. (choose the best option).,A. carry,B. to carry,C. carrying,D. carried,B,1,B. to carry,get + 人 + to + 原形。,
questions_seed_300_batch4.sql,116,junior,We had the roof ___ after the storm. (choose the best option).,A. repair,B. repaired,C. repairing,D. repairs,B,1,B. repaired,have + 物 + 過去分詞。,
questions_seed_300_batch4.sql,117,junior,The problem ___ at yesterday's meeting. (choose the best option).,A. discusses,B. was discussed,C. discussed,D. is discussing,B,1,B. was discussed,問題被討論。,
questions_seed_300_batch4.sql,118,junior,___ careful when you cross the street. (choose the best option).,A. Be,B. Being,C. To be,D. Been,A,0,A. Be,祈使句 Be careful。,
questions_seed_300_batch4.sql,119,junior,Reading: Tim forgot his keys and missed the bus. Why might Tim be late (choose the best option)?,A. He woke early,B. He couldn't enter his house fast,C. He loves buses,D. He ran fast,B,1,B. He couldn't enter his house fast,忘記鑰匙可能耽誤出門。,
questions_seed_300_batch4.sql,120,junior,Reading: The café opens at 7 a.m. Does it open before 8 (choose the best option)?,A. No,B. Yes,C. Only on Sundays,D. Unknown,B,1,B. Yes,七點開門，八點前已開。,
questions_seed_300_batch4.sql,121,junior,Choose the closest meaning to 'generous'. (choose the best option).,A. greedy,B. kind and giving,C. shy,D. strict,B,1,B. kind and giving,generous 表示慷慨。,
questions_seed_300_batch4.sql,122,junior,Choose the closest meaning to 'ancient'. (choose the best option).,A. modern,B. very old,C. tiny,D. noisy,B,1,B. very old,ancient 古老。,
questions_seed_300_batch4.sql,123,junior,She has ___ experience than I do. (choose the best option).,A. much,B. more,C. most,D. many,B,1,B. more,than 比較 more experience。,
questions_seed_300_batch4.sql,124,junior,This is ___ difficult exam I've taken. (choose the best option).,A. more,B. most,C. the most,D. much,C,2,C. the most,最高級 the most difficult。,
questions_seed_300_batch4.sql,125,junior,He speaks Spanish ___ than I do. (choose the best option).,A. fluent,B. more fluently,C. most fluent,D. fluently,B,1,B. more fluently,修飾動詞 speaks 用副詞比較。,
questions_seed_300_batch4.sql,126,junior,I would ___ stay home than go out in this rain.,A. rather,B. prefer,C. better,D. want,A,0,A. rather,would rather...than。,
questions_seed_300_batch4.sql,127,junior,She'd prefer ___ alone tonight. (choose the best option).,A. be,B. to be,C. being,D. been,B,1,B. to be,would prefer to be。,
questions_seed_300_batch4.sql,128,junior,It is worth ___ the instructions twice.,A. read,B. reading,C. to read,D. reads,B,1,B. reading,worth + 動名詞。,
questions_seed_300_batch4.sql,129,junior,There's no point in ___ over failed exams. (choose the best option).,A. worry,B. worrying,C. to worry,D. worried,B,1,B. worrying,no point in + 動名詞。,
questions_seed_300_batch4.sql,130,junior,She prevented him ___ entering the room. (choose the best option).,A. from,B. to,C. for,D. of,A,0,A. from,prevent from + 動名詞。,
questions_seed_300_batch4.sql,131,junior,The rain stopped them ___ playing tennis. (choose the best option).,A. from,B. to,C. of,D. for,A,0,A. from,stop from + 動名詞。,
questions_seed_300_batch4.sql,132,junior,He congratulated me ___ winning. (choose the best option).,A. for,B. on,C. with,D. about,B,1,B. on,congratulate on + 動名詞。,
questions_seed_300_batch4.sql,133,junior,She apologized ___ being rude. (choose the best option).,A. for,B. to,C. of,D. about,A,0,A. for,apologize for + 動名詞。,
questions_seed_300_batch4.sql,134,junior,I am responsible ___ the schedule.,A. for,B. of,C. to,D. with,A,0,A. for,responsible for。,
questions_seed_300_batch4.sql,135,junior,He's addicted ___ online games. (choose the best option).,A. for,B. to,C. on,D. with,B,1,B. to,addicted to。,
questions_seed_300_batch4.sql,136,junior,The teacher explained the rule ___ . (choose the best option).,A. clear,B. clearly,C. clearness,D. clearer,B,1,B. clearly,修飾動詞 explained 用副詞。,
questions_seed_300_batch4.sql,137,junior,She looked ___ when she heard the news. (choose the best option).,A. surprising,B. surprised,C. surprise,D. surprisingly,B,1,B. surprised,形容人用 surprised。,
questions_seed_300_batch4.sql,138,junior,The lecture was ___ tedious that several listeners left early. (choose the best option).,A. so,B. such,C. very,D. too,A,0,A. so,so...that 如此…以致；tedious 形前用 so。,
questions_seed_300_batch4.sql,139,junior,Seldom ___ such a crowd here. (choose the best option).,A. we saw,B. did we see,C. we see,D. have we seen,B,1,B. did we see,Seldom 開頭倒裝。,
questions_seed_300_batch4.sql,140,junior,Not until he apologized ___ she forgive him. (choose the best option).,A. she did,B. did she,C. she would,D. would she,B,1,B. did she,Not until 子句後倒裝 did she。,
questions_seed_300_batch4.sql,141,junior,Little ___ that he would become famous. (choose the best option).,A. he knows,B. did he know,C. he knew,D. does he know,B,1,B. did he know,Little 開頭倒裝。,
questions_seed_300_batch4.sql,142,junior,So loudly ___ that everyone turned around. (choose the best option).,A. he spoke,B. did he speak,C. he speaks,D. does he speak,B,1,B. did he speak,So loudly 前置倒裝。,
questions_seed_300_batch4.sql,143,junior,"If I ___ harder, I would pass right now.",A. study,B. studied,C. had studied,D. have studied,B,1,B. studied,與現在事實相反，過去式 studied。,
questions_seed_300_batch4.sql,144,junior,"If he ___ the map, he wouldn't be lost. (choose the best option).",A. reads,B. had read,C. read,D. has read,C,2,C. read,與過去事實相反用過去完成 had read。,
questions_seed_300_batch4.sql,145,junior,The letter ___ personally by the CEO. (choose the best option).,A. writes,B. was written,C. wrote,D. writing,B,1,B. was written,信被撰寫／簽署語境用被動。,
questions_seed_300_batch4.sql,146,junior,She ___ her ankle while jogging. (choose the best option).,A. breaks,B. broke,C. was breaking,D. has broken,B,1,B. broke,慢跑時扭傷，過去式 broke。,
questions_seed_300_batch4.sql,147,junior,"By next month, we ___ the project. (choose the best option).",A. finish,B. will finish,C. will have finished,D. finished,C,2,C. will have finished,By + 未來完成。,
questions_seed_300_batch4.sql,148,junior,"He speaks English fluently; ___, he grew up abroad. (choose the best option).",A. because,B. for example,C. besides,D. therefore,C,2,C. besides,補充理由 besides／此外。,
questions_seed_300_batch4.sql,149,junior,"She failed the test; ___, she didn't study. (choose the best option).",A. however,B. therefore,C. although,D. unless,B,1,B. therefore,因果 therefore。,
questions_seed_300_batch4.sql,150,junior,"___ the rain, the match continued. (choose the best option).",A. Because,B. Despite,C. Although,D. Since,B,1,B. Despite,儘管下雨 despite + 名詞。,
questions_seed_300_batch4.sql,151,junior,"___ it was raining, the match continued. (choose the best option).",A. Because,B. Although,C. Despite,D. Unless,B,1,B. Although,讓步 although + 子句。,
questions_seed_300_batch4.sql,152,junior,You ___ touch the exhibits in the museum. (choose the best option).,A. should,B. mustn't,C. might,D. could,B,1,B. mustn't,禁止觸摸 mustn't。,
questions_seed_300_batch4.sql,153,junior,Applicants ___ submit forms by Friday. (choose the best option).,A. can,B. must,C. might,D. could,B,1,B. must,規定截止 must。,
questions_seed_300_batch4.sql,154,college,The manuscript was ___ peer review last month. (choose the best option).,A. submit,B. submitted,C. submitting,D. submits,B,1,B. submitted,過去被提交審查 submitted。,
questions_seed_300_batch4.sql,155,college,The paper ___ several limitations. (choose the best option).,A. acknowledge,B. acknowledges,C. acknowledged,D. acknowledging,C,2,C. acknowledged,過去式 acknowledged 限制。,
questions_seed_300_batch4.sql,156,college,The authors ___ the funding agency. (choose the best option).,A. thank,B. thanked,C. thank to,D. thanks,B,1,B. thanked,謝謝資助方 thanked。,
questions_seed_300_batch4.sql,157,college,The experiment ___ ethical guidelines. (choose the best option).,A. follow,B. followed,C. was following,D. follows,B,1,B. followed,過去遵循 followed。,
questions_seed_300_batch4.sql,158,college,Findings cannot be ___ without replication. (choose the best option).,A. generalize,B. generalized,C. generalizing,D. generalizes,B,1,B. generalized,被概括 generalized。,
questions_seed_300_batch4.sql,159,college,The hypothesis remains ___. (choose the best option).,A. test,B. untested,C. testing,D. tests,B,1,B. untested,形容詞未檢驗 untested。,
questions_seed_300_batch4.sql,160,college,The correlation is statistically ___. (choose the best option).,A. significance,B. significant,C. significantly,D. signify,B,1,B. significant,形容詞補語 significant。,
questions_seed_300_batch4.sql,161,college,The effect size was ___. (choose the best option).,A. substance,B. substantial,C. substantially,D. substantiate,B,1,B. substantial,形容詞 substantial。,
questions_seed_300_batch4.sql,162,college,The discussion ___ alternative explanations. (choose the best option).,A. address,B. addresses,C. addressed,D. addressing,C,2,C. addressed,過去討論到 addressed。,
questions_seed_300_batch4.sql,163,college,Future research should ___ these variables. (choose the best option).,A. examine,B. examines,C. examining,D. examined,A,0,A. examine,情態動詞後原形 examine。,
questions_seed_300_batch4.sql,164,college,The variable was ___ controlled. (choose the best option).,A. careful,B. carefully,C. carefulness,D. care,B,1,B. carefully,副詞修飾過去分詞。,
questions_seed_300_batch4.sql,165,college,The outcome was ___ unexpected. (choose the best option).,A. somewhat,B. somewhatly,C. some,D. somewhere,A,0,A. somewhat,副詞 somewhat。,
questions_seed_300_batch4.sql,166,college,The proposal was ___ rejected. (choose the best option).,A. unanimous,B. unanimously,C. unanimity,D. unanimouslyness,B,1,B. unanimously,副詞 unanimously。,
questions_seed_300_batch4.sql,167,college,The framework is ___ applicable. (choose the best option).,A. broad,B. broadly,C. breadth,D. broaden,B,1,B. broadly,修飾形容詞 broadly。,
questions_seed_300_batch4.sql,168,college,The evidence ___ replication. (choose the best option).,A. warrant,B. warrants,C. warranted,D. warranting,B,1,B. warrants,現在 warrants 值得。,
questions_seed_300_batch4.sql,169,college,The sample was ___ drawn. (choose the best option).,A. random,B. randomly,C. randomness,D. randomize,B,1,B. randomly,副詞 randomly。,
questions_seed_300_batch4.sql,170,college,Participants gave ___ consent. (choose the best option).,A. inform,B. informed,C. informing,D. informs,B,1,B. informed,知情同意 informed consent。,
questions_seed_300_batch4.sql,171,college,The interview data were ___ anonymized. (choose the best option).,A. full,B. fully,C. fulness,D. fulfill,B,1,B. fully,副詞 fully。,
questions_seed_300_batch4.sql,172,college,The survey ___ response bias. (choose the best option).,A. may exhibit,B. may exhibits,C. might exhibited,D. might exhibiting,A,0,A. may exhibit,可能呈現偏差 may exhibit。,
questions_seed_300_batch4.sql,173,college,The article ___ prior work extensively. (choose the best option).,A. cite,B. cites,C. citing,D. cited,D,3,D. cited,過去引用 cited。,
questions_seed_300_batch4.sql,174,college,The model ___ reality imperfectly. (choose the best option).,A. mirror,B. mirrors,C. mirrored,D. mirroring,B,1,B. mirrors,第三人稱 mirrors。,
questions_seed_300_batch4.sql,175,college,The trend has ___ sharply. (choose the best option).,A. accelerate,B. accelerated,C. accelerating,D. accelerates,B,1,B. accelerated,現在完成 has accelerated。,
questions_seed_300_batch4.sql,176,college,Inflation has ___ consumer spending recently. (choose the best option).,A. curb,B. curbed,C. curbing,D. to curb,B,1,B. curbed,現在完成式 has + 過去分詞 curbed。,
questions_seed_300_batch4.sql,177,college,Ethics approval ___ obtained before recruitment. (choose the best option).,A. was,B. were,C. is,D. are,A,0,A. was,不可數／單數概念用 was obtained。,
questions_seed_300_batch4.sql,178,college,Participants ___ debriefed after the study. (choose the best option).,A. was,B. were,C. is,D. are,B,1,B. were,複數 participants 搭配 were。,
questions_seed_300_batch4.sql,179,college,The findings ___ not generalizable beyond the sample. (choose the best option).,A. is,B. are,C. was,D. be,B,1,B. are,複數 findings 用 are。,
questions_seed_300_batch4.sql,180,college,The instrument demonstrates adequate ___. (choose the best option).,A. reliable,B. reliability,C. reliably,D. relying,B,1,B. reliability,名詞 reliability 十足。,
questions_seed_300_batch4.sql,181,college,Cronbach's alpha reflects internal ___. (choose the best option).,A. consistent,B. consistency,C. consistently,D. consistor,B,1,B. consistency,內部一致性 consistency。,
questions_seed_300_batch4.sql,182,college,Multicollinearity can ___ coefficient estimates. (choose the best option).,A. bias,B. distort,C. distorts,D. distorting,B,1,B. distort,情態動詞後原形 distort。,
questions_seed_300_batch4.sql,183,college,The regression assumes residuals are approximately ___. (choose the best option).,A. normal,B. normally,C. normality,D. normalize,A,0,A. normal,形容詞補語 normal。,
questions_seed_300_batch4.sql,184,college,We conducted a pilot study ___ scale refinement. (choose the best option).,A. for,B. to,C. toward,D. into,C,2,C. toward,朝向／為了精煉 toward scale refinement。,
questions_seed_300_batch4.sql,185,college,The literature review ___ gaps in prior studies. (choose the best option).,A. highlight,B. highlights,C. highlighted,D. highlighting,C,2,C. highlighted,過去式 highlighted。,
questions_seed_300_batch4.sql,186,college,Item wording was revised ___ ambiguity. (choose the best option).,A. reduce,B. to reduce,C. reducing,D. reduced,B,1,B. to reduce,不定詞表目的 to reduce。,
questions_seed_300_batch4.sql,187,college,Response categories were ___ labeled. (choose the best option).,A. clear,B. clearly,C. clearing,D. clearness,B,1,B. clearly,副詞 clearly。,
questions_seed_300_batch4.sql,188,college,Missing values were handled using listwise ___. (choose the best option).,A. delete,B. deletion,C. deleting,D. deleted,B,1,B. deletion,名詞 deletion。,
questions_seed_300_batch4.sql,189,college,The null hypothesis was ___ at α = .05. (choose the best option).,A. reject,B. rejected,C. rejecting,D. rejects,B,1,B. rejected,被動 rejected。,
questions_seed_300_batch4.sql,190,college,A Bonferroni correction ___ multiple comparisons. (choose the best option).,A. address,B. addresses,C. addressed,D. addressing,B,1,B. addresses,第三人稱 addresses。,
questions_seed_300_batch4.sql,191,college,Effect sizes are reported ___ p-values alone. (choose the best option).,A. beside,B. alongside,C. besides,D. along,B,1,B. alongside,alongside 與…並列。,
questions_seed_300_batch4.sql,192,college,The abstract ___ the main outcomes. (choose the best option).,A. summarize,B. summarizes,C. summarized,D. summarizing,C,2,C. summarized,過去式 summarized。,
